10000 10000
6619 1340 11
2269 1862 1
7525 8324 14
8433 6896 17
3145 8812 3
6971 2787 16
5854 6090 10
920 1281 17
4601 3506 8
7819 3724 18
5707 2506 12
5818 5714 20
732 3160 17
6389 5039 1
8746 6246 10
572 3462 16
9171 7393 12
1119 9530 1
8650 8241 20
9218 7781 4
1151 9027 20
3638 5012 17
2243 8261 13
9708 3234 2
8765 4691 3
484 3242 19
7986 3810 9
817 8893 5
8882 5590 2
9646 8430 16
8619 8294 14
357 6511 20
9978 60 6
8971 3762 3
9765 1279 4
7201 4267 3
460 4698 17
7721 9114 7
9834 8903 9
4596 2810 11
4080 5025 9
2527 3192 10
1675 8862 1
924 8213 1
2275 1679 13
8650 980 15
2961 1119 19
3313 3390 1
9049 5202 17
7565 57 15
4156 2541 2
4471 865 11
4855 9026 2
418 6559 17
4503 739 2
6170 3935 4
7064 1117 4
9804 3028 12
6176 5635 2
7129 8344 3
930 1831 17
9288 3459 15
831 4361 19
4136 4233 11
3057 6907 4
8752 4538 10
4672 9334 18
6285 1437 6
2635 683 10
9138 4906 9
4905 4020 16
834 5249 18
6627 1489 10
687 1329 6
5125 5503 12
2086 9829 19
2534 7873 3
629 7024 14
9531 8949 9
8595 7397 3
5372 6060 1
7235 1541 12
6143 1869 11
8047 155 20
3608 7726 12
5136 4783 13
2559 9918 14
8090 455 7
7864 5450 1
9665 3286 13
7583 1662 13
1181 8782 5
5503 7084 4
4594 9143 19
8352 7497 1
9620 2137 18
3642 6817 8
4144 3414 11
3817 7034 5
4738 4701 10
7999 2743 2
7069 266 1
3946 9013 19
8580 3161 1
9407 5472 14
2121 5900 16
6664 6146 13
9345 6937 8
9772 1328 3
7933 8042 6
2967 9213 9
9565 308 12
5693 232 17
7135 4141 17
2336 8047 6
808 9048 7
8598 2449 10
8439 1891 14
3600 8922 8
6731 3021 1
4567 9561 19
6437 1861 18
2988 5038 14
4676 2804 11
286 3517 14
7504 5091 16
2462 96 3
483 9609 17
2616 1820 13
6761 6620 5
361 6700 4
2021 8952 20
2434 9740 2
8513 3576 18
1128 6955 18
1174 5872 4
5889 4774 7
2249 3920 17
6338 8685 16
4507 142 4
5540 7194 16
4224 917 5
2314 8566 4
4221 9688 7
3533 9142 10
1554 6663 6
7591 4999 18
4919 6178 19
3836 1405 18
1391 2149 11
8273 6273 17
6609 1534 4
1519 8537 13
7761 7778 14
4175 8859 6
6971 4398 6
4726 247 13
1712 7811 19
8910 509 2
85 4792 13
1751 9438 10
9282 2749 17
1571 266 4
8412 7709 10
6121 8942 15
8048 161 5
8166 8420 6
1703 4284 8
4234 8979 15
1816 5998 14
6930 5098 8
4260 4746 3
8215 487 4
4707 627 20
5561 9071 11
252 3771 9
7784 6430 20
6115 4506 11
1035 7573 6
3905 7289 5
3808 2779 12
1527 7598 18
449 6253 5
2096 2363 7
2036 1370 10
1663 823 16
4519 6429 4
811 3227 8
4890 48 4
5993 8972 17
2936 5519 17
4317 4013 15
8114 8173 9
4792 2200 20
1968 7258 14
4459 9838 2
2598 1954 17
5255 3813 19
3334 482 2
9330 1375 7
2447 1347 7
3624 9229 3
5576 5731 5
9434 8441 12
541 3947 18
1207 4324 1
6550 7173 15
1417 326 16
865 6861 14
856 7250 15
5690 3167 20
9425 9777 8
6462 6329 4
6595 2443 1
5120 9430 5
6045 3281 10
8547 7797 3
9552 6715 16
6239 3180 20
4666 7836 12
6379 4375 13
397 4147 16
2175 2856 11
2673 2865 12
277 8754 7
1336 6409 12
8349 7065 16
1887 4066 14
2368 7601 10
4846 7110 5
8653 979 15
1312 309 9
84 4005 6
9416 9955 3
2068 5488 13
849 4823 19
7464 7508 6
9873 2654 9
4074 4210 14
5656 6775 15
9241 4157 4
6101 9425 10
2775 8844 3
6128 676 17
9175 1488 1
700 8014 18
7115 7039 8
8580 6844 4
3942 7048 14
4289 6252 1
4753 3651 15
2297 1742 18
3669 8880 9
5639 4522 12
3378 4378 9
2632 1303 11
8194 8565 3
7922 494 2
3810 2832 20
4854 4188 8
17 5332 1
8108 6317 20
1576 9584 4
2788 47 1
689 6960 6
6297 4508 1
8011 2292 10
2114 6165 5
7674 3535 18
5249 1428 20
8222 9836 13
3903 5073 12
5333 9175 16
6436 976 12
7724 6626 3
3375 6857 4
5720 7517 3
36 6582 1
1074 1869 1
4335 1918 5
8407 8478 3
962 5144 20
3305 5382 18
858 6048 11
659 4794 1
2074 6371 13
4258 3620 10
3321 7712 8
7478 8328 9
420 1210 1
1578 7972 5
435 5377 14
862 2993 4
667 1069 4
2919 2940 7
4614 9830 4
7403 6526 4
7874 3683 18
8219 3857 5
5351 7347 13
291 2500 13
887 3045 15
7017 6383 20
355 1878 10
6290 5053 8
3233 487 10
400 8203 7
1325 5278 7
9489 3612 11
8920 153 11
8930 5157 20
5621 5340 5
5259 7480 20
7720 8674 4
8498 4859 17
2367 5979 18
7480 4573 15
3894 4143 18
783 5445 15
3599 7556 13
4539 5685 3
708 825 14
7452 2068 20
2913 8095 9
2601 8191 3
5749 2873 15
7972 9806 10
5854 7191 4
3152 9221 19
7064 6683 3
439 2429 11
4918 5443 14
391 3521 20
5938 6841 20
6532 334 17
4295 4440 12
8368 6433 17
5249 1333 8
12 2223 12
9932 406 5
7485 9250 4
925 132 16
7355 9108 14
3474 9437 12
5139 961 18
3392 8834 10
9859 1263 4
5722 2361 13
7871 7921 20
2820 6221 18
2107 5767 11
8783 2748 13
8422 100 13
5693 9783 16
7033 8694 6
244 3201 13
8007 504 17
9797 3400 8
9630 5708 3
6008 8783 18
1548 6245 15
2562 9416 7
258 3644 6
1848 2133 15
6750 8994 5
9947 7719 9
3879 9028 4
3145 7484 12
9039 2687 3
1459 7933 12
3084 9882 2
7138 9148 18
5967 1849 19
829 7950 20
3483 8543 19
7344 4280 20
7473 9713 16
47 931 1
1266 8305 13
5416 9364 19
4686 6157 8
7875 4202 15
4272 575 1
6244 7744 8
7866 4450 5
7107 9638 18
4834 5042 5
7053 4440 16
4944 5089 18
3672 8641 3
6291 8206 19
4531 3590 8
754 4600 10
8131 9131 15
9429 6509 9
4459 2490 1
2246 5896 5
7718 2870 18
5442 36 14
2260 1306 4
8718 7404 2
703 5773 6
2864 5512 4
5212 9247 10
8978 6560 2
6016 7174 17
4435 3459 5
4040 8328 5
7639 4960 3
8977 1764 4
6389 5415 8
4592 8420 8
2457 7427 19
9497 7126 9
2881 8452 5
4236 669 8
7086 6308 9
1517 920 20
4707 5331 10
9676 9901 4
7041 9362 14
8972 8482 2
1885 3449 9
4038 7170 16
5852 3982 18
9917 3960 10
7568 871 4
8681 8361 15
2803 1615 8
9236 5328 20
8905 713 9
435 6852 12
8917 5120 1
6958 5496 6
860 5971 3
7107 2043 14
9520 9250 1
3605 5852 12
1262 3184 3
1805 8297 3
7886 2648 12
5297 2864 6
8658 9531 9
8225 9791 5
4333 6226 7
3573 8121 20
7584 8250 2
6340 4126 3
8286 1759 16
1558 2260 3
6048 5237 13
3933 3694 5
7997 3937 7
8046 9935 10
4784 4398 19
6951 5336 14
7416 4810 11
3656 2039 16
810 8013 2
748 9130 1
8928 1443 5
4669 5956 10
5733 276 15
9265 9098 8
5579 1586 8
2628 3910 15
9060 9292 7
8426 7540 16
7291 6484 12
5492 7979 15
1831 4544 19
2667 5868 4
9974 1498 14
5816 7031 11
2126 9714 12
7491 7837 15
1803 4976 1
9421 6388 14
9925 3960 14
2755 5182 13
9398 8818 4
4569 2647 10
2597 318 2
6758 2078 14
5097 9461 12
5840 9976 15
2811 7503 18
8723 6770 10
67 8012 20
2227 3686 7
8099 1506 10
353 2628 4
2515 6592 11
5393 5718 9
4735 9571 19
9581 689 3
5971 5270 10
6235 6658 15
1885 165 13
6895 8356 7
8576 9674 20
1146 9022 18
9356 5591 1
8750 5842 3
6113 8013 13
8099 650 4
226 5843 1
8782 3090 8
4431 6523 9
1497 5155 15
5130 6772 9
3023 116 19
2963 5716 14
8757 8141 17
5500 3685 6
8046 9322 2
9094 7706 11
3552 9034 19
4621 2302 7
113 8135 18
6075 8134 18
3822 7426 1
9870 6113 13
7978 4334 15
2379 8512 2
1891 7912 5
6383 4348 6
1664 5672 15
5939 1049 14
5177 8134 3
9095 1879 7
4225 3171 3
7371 1401 3
4583 7692 5
6585 8564 12
4522 8171 4
5916 208 13
4700 9340 5
6110 1845 17
7554 4721 7
7187 2378 3
2903 8188 1
2316 6536 20
6264 2354 16
3391 364 13
3737 2539 18
2473 5358 9
8885 4466 14
9748 1683 17
3961 2615 6
9395 4466 16
1374 4778 15
8154 8667 2
6396 1562 16
1193 4169 10
5223 6218 18
2144 9442 4
9282 6804 11
9066 7649 17
9974 8766 10
4049 3439 19
2587 4846 18
9770 7913 18
5110 3330 14
5849 4532 4
1249 8524 5
7250 1373 5
4594 3975 9
2970 9681 15
474 8507 15
137 8831 7
3033 9100 5
9223 2022 9
1693 4095 13
8409 8805 7
4197 4066 7
3302 3406 17
5005 5023 16
6720 4681 15
1688 927 8
2831 5480 12
5935 4111 6
2910 739 20
3091 3407 1
4920 7940 14
1962 4548 11
5699 6357 11
8445 9626 2
7237 9701 2
7555 59 6
543 1277 16
3696 4355 10
5128 1592 16
8605 2289 11
3051 2037 20
7966 6012 9
9311 6010 3
1472 365 14
1518 4641 13
938 4200 9
7148 4225 14
3138 8252 9
4896 8969 8
2856 4455 18
1038 9404 20
2498 4667 5
6638 7167 20
937 6038 3
4894 9581 8
9054 5385 15
7869 4562 15
9980 114 5
6297 5616 12
5291 5763 11
6774 5183 2
1700 8470 14
9370 1882 9
2738 8811 14
2863 5453 16
3089 6061 1
9214 7067 8
294 3898 6
9915 5473 6
9204 7644 14
8976 2138 5
7816 7250 3
2101 4070 8
2949 4496 3
5810 9431 18
6421 8753 3
7302 5853 18
7470 3479 18
1220 4550 8
4629 3214 20
3238 6980 12
1959 4556 5
9012 3791 8
2379 8331 19
6198 8139 11
2594 6730 8
7655 9196 8
7478 6970 10
9866 8411 18
8547 9814 20
3624 4534 16
4482 7766 8
8700 6172 18
1842 5451 20
5993 1041 6
6878 7596 11
6389 7431 6
5841 6354 2
3953 3051 8
9601 721 5
9262 348 16
742 881 17
3444 9376 10
7208 8970 1
296 1415 1
4165 3643 10
6870 2477 18
9862 1240 16
5492 4552 17
8810 5165 5
1337 5872 10
3074 6519 16
6684 6176 13
2600 1024 12
8866 8739 8
7779 6595 11
8563 4625 4
4812 7390 9
921 4530 7
3352 8833 13
3903 1312 12
0 8812 5
135 9863 17
6157 606 14
2162 5988 9
6564 2916 6
7738 9819 1
4286 917 13
4914 9903 2
2305 9824 13
244 918 15
4488 8073 4
5294 4061 2
3001 8127 5
6483 746 12
9213 2743 8
3404 1679 18
4617 9680 19
2211 144 15
5844 4695 16
8337 9634 16
1092 659 19
1402 8307 10
8257 7958 13
8526 870 9
4122 9899 12
5529 6430 8
9603 51 1
4838 1889 12
2840 8711 7
7716 2271 1
4404 9584 8
6055 6702 2
7423 1018 3
3839 4116 20
8661 5929 9
4716 431 20
4835 3495 18
6730 7640 11
6714 3674 7
8998 2129 14
8234 5429 15
8076 1510 20
9376 9019 4
5931 5056 15
4499 2743 13
2588 3961 18
6608 6948 3
9177 1432 10
9246 9373 18
6290 6583 9
5492 6892 12
100 2463 17
6240 7598 5
4947 2499 9
2358 457 4
5446 7639 16
2449 7073 5
8067 9125 5
1486 5807 8
1082 5595 3
8946 6586 2
4930 4686 16
3538 9288 4
5338 8662 4
7081 391 2
5285 9680 7
589 1375 16
9555 8208 19
2069 8803 2
8416 9746 9
7272 8302 4
4456 487 2
1765 8843 11
8432 1501 4
6070 3490 6
7420 7458 3
2579 8940 8
7422 6431 11
6084 8469 6
8174 9173 10
9050 2256 7
9454 6088 17
297 2300 16
3401 5475 3
7445 6343 17
9498 3213 20
1931 312 9
5700 7790 20
8188 1680 7
7518 5722 8
9541 7658 14
8923 5001 4
9427 5759 16
7859 489 7
2640 7205 3
6248 6556 2
5696 8077 18
5422 9192 16
1194 7419 7
7581 5016 13
9900 3307 5
6357 2665 14
6328 5230 6
9994 802 14
7995 883 13
5836 8243 13
5402 4872 11
2998 3491 5
6941 2785 18
7 3296 16
1079 2339 18
1232 5419 4
878 6318 8
3166 3348 18
1985 5104 15
4429 9521 19
8404 4904 11
7225 5973 5
593 8474 15
8131 3952 4
2208 5395 16
6363 9402 7
3840 7106 3
5982 9621 1
5245 6233 5
9508 3747 7
9233 6930 9
5558 8360 16
738 9339 1
3883 442 14
4767 1360 6
4281 3419 8
1661 2976 18
4815 7062 4
6292 8456 11
8541 2266 10
8088 1596 11
9037 7045 18
2420 2697 5
3836 5880 6
1374 6025 8
3621 3654 1
5010 4725 16
4852 7268 1
2800 4592 7
4160 7225 6
245 270 12
9586 5283 5
2430 4772 18
438 16 11
2376 7199 20
6042 6108 16
6241 2921 7
1698 7792 12
9942 9101 20
451 5153 8
3530 2479 15
9811 5748 11
7577 4299 9
8588 3550 17
9898 6994 3
2306 5559 5
3061 424 14
5975 683 3
2364 1900 19
2819 8640 1
2194 4920 2
5201 1458 9
4716 2515 2
3827 8657 20
9517 1695 7
4899 5020 2
6989 8208 4
7557 8921 14
6397 6698 11
9518 8201 2
1801 4273 13
5089 5448 12
2139 5683 6
7787 8336 13
1043 9951 9
3581 9719 8
7008 7060 4
5830 5025 2
2393 3090 7
8296 4862 12
5873 9970 9
4445 1581 3
1283 5434 1
3121 4005 15
5086 1831 10
7093 5711 3
2778 8467 13
2592 4461 12
5979 8313 8
2750 109 2
2590 7949 10
6758 3948 7
9322 2997 8
8051 9515 14
5017 66 13
2731 2838 13
1338 7532 13
6840 9 6
728 3458 17
1307 6360 13
5958 4956 20
2938 9022 13
6838 6876 17
440 9853 13
7761 661 6
8682 9951 11
5136 6389 17
6473 8551 20
9754 7774 1
7834 5770 16
7991 1358 18
5800 2199 11
5151 3922 20
9663 6528 18
7210 6957 15
760 1388 17
8233 5786 17
2862 8748 3
8263 334 7
550 278 16
2129 8964 18
1739 906 5
6451 475 8
5285 3712 11
1416 9026 20
7984 1959 6
2426 6421 13
862 8605 20
422 8226 20
3813 2634 8
1731 114 1
9396 1844 9
6376 8664 5
7276 874 4
811 4521 18
9357 4885 11
3357 6639 1
7168 6595 16
2156 8402 14
7125 6948 14
8509 1344 14
907 2545 6
2510 2592 7
9185 7732 2
9873 4957 15
4725 5832 16
1218 5533 1
9164 7502 12
9669 735 8
5348 2236 18
3090 6819 11
3421 5600 15
6535 3970 20
9090 5785 19
6986 7442 6
1355 8939 14
7295 9576 1
4119 9089 20
2110 4267 5
8174 3269 12
3008 3427 12
6045 4595 13
5666 5269 13
9640 9790 7
8120 1445 12
7289 7783 6
6914 6915 14
8503 4306 17
5346 9055 6
7123 1402 19
9879 9127 2
5835 9116 20
8153 2691 2
2317 3465 14
9371 5079 7
1124 7042 14
3413 9508 8
3469 8818 9
2135 2886 7
5254 7490 9
6971 721 8
2287 7264 18
2863 2336 13
1793 7694 2
2485 4430 3
287 98 2
1445 4620 10
2835 7103 14
7899 9478 1
6719 8903 1
8841 7044 10
9324 1925 3
5860 5043 17
5502 1026 9
2766 4444 7
908 3417 7
67 9208 5
2540 4892 2
2402 7348 1
670 3518 4
5820 9185 11
974 7475 16
7949 349 4
8745 9467 19
6170 301 3
1699 775 7
1823 9116 4
4497 9633 7
2371 1800 11
8649 5395 11
6902 5216 14
1660 4826 6
584 4840 14
4346 2969 18
2693 478 16
1012 4787 16
2427 5776 15
4847 6918 7
7738 439 13
4529 6655 16
2452 3698 20
6286 2152 2
4646 3784 3
4385 1835 16
7357 9827 11
3012 2359 13
2455 5716 20
7460 7574 10
4837 1206 12
2783 738 8
3961 3793 16
6205 9397 17
6022 5489 13
7889 5562 13
3181 6765 18
1013 581 9
1955 785 2
5304 4884 19
4551 5446 9
7675 2667 6
8924 1427 18
1701 1837 1
9033 7288 4
258 3028 10
8855 7975 15
5263 8212 18
9596 8806 5
84 4581 12
8911 7561 18
8407 3881 8
901 9349 3
6295 8249 10
8271 8013 9
8302 8830 12
3556 8231 3
9422 4209 3
6005 4132 20
224 3704 4
9358 5242 7
9757 2630 19
3468 6074 16
6229 6980 13
226 9096 5
2951 294 15
760 5425 2
7732 7334 17
9078 9272 16
5962 6069 14
6720 7008 11
7180 6192 4
7507 6066 11
6564 9123 2
9667 742 12
5215 391 15
242 9802 2
1437 2453 2
5642 9638 5
9894 3946 15
9036 2543 2
4447 8469 14
6546 4693 1
5577 999 7
8517 5525 18
8150 8225 20
1096 1884 14
5983 59 13
3197 3051 5
4533 2550 7
5774 1254 7
3265 1052 7
3797 905 12
2283 5619 11
9191 6002 11
1915 6895 20
4791 3287 10
5093 5668 1
8490 792 15
9490 1007 3
483 7259 14
7953 6393 13
9845 3461 8
9732 3849 1
4091 3453 9
8439 9561 8
1277 5714 8
621 5095 20
3225 3177 8
557 3872 1
3446 8668 2
1574 830 17
1254 1041 13
4630 9096 15
3431 9795 14
8689 8656 5
1188 3271 6
6270 2936 13
7668 196 14
7061 7920 14
1163 1139 18
7211 4385 19
8784 4728 17
120 3323 3
9122 8406 6
516 8622 11
4245 5452 10
337 4858 7
9632 6674 9
9804 6524 13
2218 3930 18
5985 4192 16
4897 41 5
6938 3215 2
7631 1421 5
9903 5935 3
4732 7976 15
4924 9155 18
7331 167 12
4940 5037 16
1268 2422 20
2498 5238 3
8990 1742 15
918 9056 11
7890 2571 8
470 2797 19
3730 2401 6
1521 8750 15
2781 765 12
8187 6413 2
9404 590 3
5270 319 6
7608 5981 9
6502 260 19
303 6617 18
2890 4395 12
389 5784 12
8552 770 11
7339 1414 3
2522 2197 14
1025 9696 7
4207 7052 16
6353 7739 7
5367 840 20
6791 2685 20
9166 8377 7
6085 423 12
3086 705 14
233 7298 16
3372 1050 7
6492 6817 6
937 6634 9
5052 8682 17
8030 8939 7
2360 3304 9
4027 2143 6
7650 4445 11
3172 5103 5
9197 8047 1
2760 2501 10
5702 7535 15
6050 1196 10
8473 5899 8
3869 645 7
1101 4521 10
4507 1572 10
6026 1876 11
8583 3926 10
6616 1638 16
616 2233 1
6344 3499 9
4918 8270 10
8954 4154 1
9787 9783 2
7881 1246 9
4297 8940 18
4673 1795 1
2719 5580 9
1289 7115 20
6259 7555 5
7378 105 9
8699 2967 14
8332 4169 2
3152 4257 9
6161 3859 4
6786 8678 13
9060 4231 8
3525 7276 16
9392 396 4
714 1663 15
4577 5998 20
7074 5119 9
4283 5103 4
429 7948 5
6510 374 9
3895 9782 1
5835 2311 4
3791 2447 3
9407 3996 14
7062 4744 10
6206 7530 3
6189 8767 16
9082 4712 12
6652 8966 4
7989 6471 15
2109 8777 12
1408 8683 2
4813 9276 2
8640 796 12
1965 9416 13
9044 2314 11
6903 6100 20
4480 2142 20
8421 9562 18
9053 6384 18
7244 24 17
4455 4491 14
3755 8040 11
7256 7693 20
5250 4960 17
2344 2806 12
4956 8349 4
1304 5899 15
3066 9734 17
9199 3390 5
3915 5108 11
9448 7980 4
4328 9462 9
9293 6500 2
9134 4661 7
6722 9243 17
3206 4305 8
1621 6273 6
1166 7115 9
2004 6306 10
4672 7703 20
2319 2199 5
634 8030 10
8832 1579 12
6266 7412 8
6330 9645 15
9682 7617 17
1566 2604 2
7379 8827 2
3638 9744 12
3321 9016 4
636 6805 8
7066 1454 4
4417 2785 2
846 5917 11
4531 2185 1
7749 1024 7
3493 2386 8
7905 9569 18
5371 7311 14
6719 8131 14
2697 7497 6
9783 2735 15
4851 4723 10
9108 1503 17
8141 5402 11
9178 1036 17
5774 6608 5
9089 2088 10
1361 1350 11
5215 2339 18
5265 5772 9
1428 9106 4
1326 7069 7
5810 6078 17
2860 9112 13
5 5075 14
5552 2432 3
2885 5751 20
5561 563 11
1979 9402 11
4189 1713 19
5654 9717 18
1226 8579 13
2902 689 5
6094 7693 11
6703 6607 10
1714 254 9
7320 4433 12
4890 4145 8
9978 1987 12
6211 1512 5
8177 1618 5
729 7148 6
4136 2801 12
8496 9441 18
8341 9236 4
7878 4550 4
65 1564 15
7422 9066 18
3069 7388 20
8542 4389 6
8999 4968 16
8249 1181 13
5670 8297 8
6023 2011 4
6228 6594 5
8783 7297 16
2608 1363 1
5564 225 16
3983 7706 9
8265 2641 2
6080 8515 1
878 3236 5
5674 8857 11
4536 6971 1
1232 4108 19
1374 6728 13
3084 1281 10
9669 319 11
8439 1812 13
4439 6011 14
3080 749 17
4385 3410 9
5103 4509 1
8480 1093 3
7733 9439 12
837 8578 19
4429 3436 11
8529 389 3
4336 5107 3
9600 3847 10
6766 7270 4
427 3854 8
2449 4232 14
9077 1503 14
6716 4336 8
9560 6277 18
3635 8512 19
5248 3692 9
3441 2700 18
3064 5227 2
1609 3840 10
9023 5631 4
2914 8406 13
4624 6781 4
3093 9956 12
5404 5166 4
2214 1331 10
5265 1576 15
466 2575 4
4596 3936 14
4105 840 12
6629 2808 1
1788 774 3
6529 6564 4
7556 3328 15
2454 2375 1
7918 3443 18
7645 7689 19
7994 6107 3
9565 1328 12
840 7250 17
1852 4261 17
1425 7036 18
8435 9953 10
4837 9323 13
7124 4029 20
1436 6514 4
5898 6540 15
823 873 19
3680 9763 6
9571 8616 12
4215 4500 14
8854 7348 11
453 8986 2
409 6184 20
4853 9876 16
2442 2257 10
5287 1311 9
5189 3060 7
3254 2146 13
4411 1498 9
7462 5613 1
1774 9879 10
1832 7448 4
7566 4325 15
6699 7295 13
8548 6022 15
3881 1053 6
2676 7036 10
356 6150 20
6212 8440 10
1845 7012 9
5913 7738 14
1960 1715 14
6719 2783 2
2286 5588 1
8371 9773 10
2907 7945 3
3970 3069 11
5831 4167 14
8927 5575 20
7474 3276 14
540 3775 1
2114 1252 11
6356 1725 7
832 2313 12
4558 9294 5
8819 5214 20
727 311 7
8195 3463 6
6768 9957 9
9182 2898 15
7618 7484 19
9825 6695 13
4940 5714 6
2470 2861 7
4785 5671 8
8080 7275 5
9283 1165 12
1001 9583 18
1480 5160 14
7570 4496 11
6640 186 6
7367 8424 5
2265 5747 9
6048 8415 15
7220 5196 8
1263 3508 2
1940 3480 5
4818 1743 8
9547 8138 13
5180 5823 16
5131 2823 15
4729 9355 7
4840 5971 6
2329 3358 5
3253 7253 5
131 9413 10
6932 9277 10
8923 5859 1
3562 602 10
2632 8722 6
6738 325 15
5880 9778 2
8475 1051 2
511 2786 14
9645 6416 18
3665 5532 12
4396 1059 5
5459 4234 5
6431 3161 17
5519 9097 4
2757 3659 13
6690 5472 11
4266 7859 13
4047 566 2
6645 789 12
1897 9659 6
4156 8350 12
3907 5572 16
197 5787 5
4990 1803 13
3285 5638 19
8208 4553 12
8520 1998 10
2188 4983 2
2932 8659 8
6196 1640 6
5328 1678 9
958 3660 15
1970 3977 9
9488 9097 18
2890 4809 17
2715 3935 2
2090 3193 7
4613 1951 9
912 1318 1
9398 5632 13
943 922 1
3543 6094 6
4823 6984 13
3361 678 10
6766 6474 20
5666 6317 16
1663 1212 9
4505 1776 14
9363 4932 4
3317 75 8
5299 6442 5
4166 579 6
1182 1660 7
9002 4195 10
8008 2224 15
809 79 13
8389 4630 19
9877 1231 14
8632 379 7
4010 8977 19
9409 7399 1
7235 728 8
2765 7952 17
5908 297 9
3014 5724 4
9416 4228 3
5436 8154 15
6243 7070 4
3922 8628 15
2793 3741 20
7612 3139 1
7107 9724 9
328 2415 16
431 791 10
601 8667 3
4348 3959 13
6311 7410 18
4442 9234 5
1065 824 7
8856 3214 20
7510 3774 12
6571 9302 11
4206 8073 3
270 4760 20
5035 401 5
8967 9157 3
5912 6507 11
3777 3747 1
3984 1525 11
314 155 20
3779 9698 1
9030 5665 16
6729 8159 17
8357 3598 5
8768 2886 18
7269 3918 19
9766 7656 8
5128 8137 11
305 7853 9
8560 2949 17
4159 8439 12
1275 8691 7
4029 460 3
8580 3217 20
3050 728 13
4432 8174 10
1843 3490 10
2377 82 12
398 4623 15
3731 2586 1
6920 3344 5
2263 9798 9
6944 7996 6
4916 2899 18
4888 66 17
3544 4583 17
9977 1868 19
6659 9068 13
3911 5018 18
4340 3778 10
4660 6391 17
6014 7941 18
4087 106 16
5761 5449 14
7272 5573 15
1981 2795 11
401 5055 19
8771 3661 11
5550 6657 4
8269 2294 20
1992 9607 12
3126 8086 5
6898 1794 20
8675 9227 5
7589 9022 14
6943 6071 2
9674 3481 3
6169 1355 12
8167 231 16
5847 7852 15
787 7975 11
2265 911 11
6156 6434 1
6693 8316 2
4934 8507 10
2128 8089 17
3887 2416 4
1449 1442 7
3901 9284 7
4959 214 3
3674 2603 10
4845 1140 4
575 2875 14
7071 6453 19
6318 7705 7
1577 9546 16
2822 5556 19
3926 9057 1
3892 8027 19
8396 4522 15
3967 3842 12
6188 820 7
2210 4404 18
1257 5852 12
8424 1123 14
5901 7296 16
2752 7797 5
1069 3879 10
3919 9907 11
8960 7051 11
1832 6223 6
8305 2264 20
444 1644 20
4100 6677 5
4388 2251 13
9296 1403 6
3327 3699 11
9661 839 7
3339 4364 10
2826 6718 12
2826 9833 14
6779 4205 18
739 8639 5
5972 9236 5
782 2978 19
8600 4418 10
1438 118 5
6466 1938 3
8094 3202 12
8979 3039 19
3229 7121 3
1174 5556 20
5416 8698 17
3414 9253 5
466 1933 17
5643 499 17
8604 8025 10
647 1285 20
9727 5688 4
5773 380 7
4785 5167 20
2685 398 12
689 7812 18
9370 2433 2
2836 8698 17
1659 7472 2
1506 5595 5
3825 5983 14
2196 5824 12
6397 3155 10
7989 3310 12
4171 8797 20
9131 40 16
7365 6515 20
5844 4819 11
7747 335 20
5610 8861 18
4513 9327 14
3215 6572 7
1831 7945 13
5242 552 6
5349 6522 6
2796 4499 2
4509 7279 20
145 2537 5
4105 2855 6
678 8993 5
1974 9939 2
2852 9493 16
4539 1111 19
8 5405 7
8925 850 4
3895 4394 15
3394 2497 13
901 9860 15
3091 657 9
9062 3560 5
4986 5857 11
757 5857 20
5276 8754 20
4893 9069 2
5026 7736 4
6656 3062 18
535 2191 19
455 2636 11
7912 5478 15
693 9574 6
8879 3081 18
8808 9791 18
8696 1097 9
2216 9992 12
216 1741 16
6515 8422 17
5114 2269 14
575 2395 1
4663 8933 8
9782 4157 8
1649 7862 17
2087 2347 2
6347 1443 3
5397 4009 2
7470 8943 16
4815 3953 3
4172 7937 18
2098 5583 2
9552 8728 8
8594 3161 17
9526 6789 11
1493 5972 16
8584 998 19
1825 4228 17
6625 2597 1
7645 9122 7
6358 6117 20
6085 2471 7
8982 7116 9
2218 3629 19
1021 7720 2
2428 9054 7
8953 8469 19
9783 4007 6
4660 6658 11
6504 3375 2
1506 882 6
4350 887 6
1933 2710 20
1107 1062 9
5370 1507 5
8812 3545 18
4876 3482 6
9078 8360 9
8220 608 3
5049 6960 8
5969 33 14
5913 4901 13
5985 7513 3
6571 2927 14
7755 3104 9
7358 1929 6
9524 7359 6
7933 6412 7
4279 5310 2
152 8723 3
4373 6032 4
5404 2251 6
2289 1180 19
2689 9307 3
6324 5280 3
9373 4936 2
244 490 17
4617 8505 15
519 2466 9
5701 5947 11
735 644 7
4731 9313 7
6371 814 6
2038 2757 11
8482 37 16
8367 369 3
3773 288 8
8634 2909 5
6399 4601 14
5491 7800 2
2616 6012 18
553 242 1
3408 5773 12
6160 4754 2
432 1703 8
3572 9389 20
7026 3618 2
1643 3048 10
2264 5085 12
4362 5881 4
6473 8077 10
1859 4452 2
4103 8132 20
403 5960 19
3311 7736 8
1987 3897 14
9826 8675 11
7213 6799 6
9972 5138 2
4552 9635 13
2153 8512 3
2546 4508 17
7759 6896 17
6554 2713 17
4179 6005 17
8390 9065 20
758 7260 6
5151 7324 13
6941 5038 17
4747 5748 20
442 3947 19
7452 5436 14
2687 9549 7
2468 4658 3
7401 7702 11
2459 1008 5
9615 2291 4
1282 2545 20
